tid,tournament_name,start_date,event_day,month,round,table,player_id,player_name,player_deck,opponent_id,opponent_name,opponent_deck,result
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,X5LrLopnvGARQgwpYJEb#2,Erick,Dance of the Elements,uRPALW9SRbM8DFGEbBeQ#1,Felipe Familiar,Blight Curse,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,X5LrLopnvGARQgwpYJEb#2,Erick,Dance of the Elements,X5LrLopnvGARQgwpYJEb#1,Glauber,Levante Entrópico,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,X5LrLopnvGARQgwpYJEb#2,Erick,Dance of the Elements,uRPALW9SRbM8DFGEbBeQ#2,Langa,Içar Velas,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,uRPALW9SRbM8DFGEbBeQ#1,Felipe Familiar,Blight Curse,X5LrLopnvGARQgwpYJEb#2,Erick,Dance of the Elements,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,uRPALW9SRbM8DFGEbBeQ#1,Felipe Familiar,Blight Curse,X5LrLopnvGARQgwpYJEb#1,Glauber,Levante Entrópico,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,uRPALW9SRbM8DFGEbBeQ#1,Felipe Familiar,Blight Curse,uRPALW9SRbM8DFGEbBeQ#2,Langa,Içar Velas,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,X5LrLopnvGARQgwpYJEb#1,Glauber,Levante Entrópico,X5LrLopnvGARQgwpYJEb#2,Erick,Dance of the Elements,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,X5LrLopnvGARQgwpYJEb#1,Glauber,Levante Entrópico,uRPALW9SRbM8DFGEbBeQ#1,Felipe Familiar,Blight Curse,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,X5LrLopnvGARQgwpYJEb#1,Glauber,Levante Entrópico,uRPALW9SRbM8DFGEbBeQ#2,Langa,Içar Velas,lose
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,uRPALW9SRbM8DFGEbBeQ#2,Langa,Içar Velas,X5LrLopnvGARQgwpYJEb#2,Erick,Dance of the Elements,win
liga-2x2-online-s1-e01,Liga 2x2 Online S1-E01,2026-01-29,2026-01-29,2026-01,2,4,uRPALW9SRbM8DFGEbBeQ#2,Langa,Içar Velas,uRPALW9SRbM8DFGEbBeQ#1,Felipe Familiar,Blight Curse,win
